gameid,team,player,champion,win_loss
112966669924194810,DK,DK Moham,Rell,Loss
112966669924194811,DK,DK Kingen,Jax,Loss
112966669924194811,DK,DK Lucid,Sejuani,Loss
112966669924194811,DK,DK ShowMaker,Yone,Loss
112966669924194811,DK,DK Aiming,MissFortune,Loss
112966669924194811,DK,DK Moham,Leona,Loss
112966669924194811,TES,TES 369,KSante,Win
112966669924194811,TES,TES Tian,Skarner,Win
112966669924194811,TES,TES Creme,Aurora,Win
112966669924194811,TES,TES JackeyLove,Kalista,Win
112966669924194811,TES,TES Meiko,Rell,Win
112966669924194818,HLE,HLE Doran,Jax,Win
112966669924194818,HLE,HLE Peanut,Sejuani,Win
112966669924194818,HLE,HLE Zeka,Yone,Win
112966669924194818,HLE,HLE Viper,Kaisa,Win
112966669924194818,HLE,HLE Delight,Rell,Win
112966669924194818,FLY,FLY Bwipo,Urgot,Loss
112966669924194818,FLY,FLY Inspired,Amumu,Loss
112966669924194818,FLY,FLY Quad,Cassiopeia,Loss
112966669924194818,FLY,FLY Massu,Kalista,Loss
112966669924194818,FLY,FLY Busio,Renata,Loss
112966669924194819,HLE,HLE Doran,Renekton,Loss
112966669924194819,HLE,HLE Peanut,Zyra,Loss
112966669924194819,HLE,HLE Zeka,Yasuo,Loss
112966669924194819,HLE,HLE Viper,Ezreal,Loss
112966669924194819,HLE,HLE Delight,Poppy,Loss
112966669924194819,FLY,FLY Bwipo,Olaf,Win
112966669924194819,FLY,FLY Inspired,Nunu,Win
112966669924194819,FLY,FLY Quad,Hwei,Win
112966669924194819,FLY,FLY Massu,Kalista,Win
112966669924194819,FLY,FLY Busio,Leona,Win
112966669924194820,HLE,HLE Doran,Gnar,Win
112966669924194820,HLE,HLE Peanut,Skarner,Win
112966669924194820,HLE,HLE Zeka,Sylas,Win
112966669924194820,HLE,HLE Viper,Xayah,Win
112966669924194820,HLE,HLE Delight,Poppy,Win
112966669924194820,FLY,FLY Bwipo,Sion,Loss
112966669924194820,FLY,FLY Inspired,Vi,Loss
112966669924194820,FLY,FLY Quad,Cassiopeia,Loss
112966669924194820,FLY,FLY Massu,Kaisa,Loss
112966669924194820,FLY,FLY Busio,Rell,Loss
112966669924194814,G2,G2 BrokenBlade,Jax,Loss
112966669924194814,G2,G2 Yike,Nocturne,Loss
112966669924194814,G2,G2 Caps,Orianna,Loss
112966669924194814,G2,G2 Hans Sama,Draven,Loss
112966669924194814,G2,G2 Mikyx,Nautilus,Loss
112966669924194814,T1,T1 Zeus,Gragas,Win
112966669924194814,T1,T1 Oner,Skarner,Win
112966669924194814,T1,T1 Faker,Ahri,Win
112966669924194814,T1,T1 Gumayusi,Jhin,Win
112966669924194814,T1,T1 Keria,Leona,Win
112966669924194815,G2,G2 BrokenBlade,Gnar,Loss
112966669924194815,G2,G2 Yike,Nocturne,Loss
112966669924194815,G2,G2 Caps,Orianna,Loss
112966669924194815,G2,G2 Hans Sama,Kaisa,Loss
112966669924194815,G2,G2 Mikyx,Nautilus,Loss
112966669924194815,T1,T1 Zeus,Jax,Win
112966669924194815,T1,T1 Oner,Vi,Win
112966669924194815,T1,T1 Faker,Ahri,Win
112966669924194815,T1,T1 Gumayusi,Jhin,Win
112966669924194815,T1,T1 Keria,Leona,Win
112966669924194831,PSG,PSG Azhi,Poppy,Loss
112966669924194831,PSG,PSG JunJia,Skarner,Loss
112966669924194831,PSG,PSG Maple,Smolder,Loss
112966669924194831,PSG,PSG Betty,Xayah,Loss
112966669924194831,PSG,PSG Woody,Rakan,Loss
112966669924194831,BLG,BLG Bin,Jax,Win
112966669924194831,BLG,BLG XUN,Sejuani,Win
112966669924194831,BLG,BLG knight,Jayce,Win
112966669924194831,BLG,BLG Elk,Kaisa,Win
112966669924194831,BLG,BLG ON,Nautilus,Win
112966669924194826,FNC,FNC Oscarinin,Jax,Win
112966669924194826,FNC,FNC Razork,Skarner,Win
112966669924194826,FNC,FNC Humanoid,Syndra,Win
112966669924194826,FNC,FNC Noah,Varus,Win
112966669924194826,FNC,FNC Jun,Rell,Win
112966669924194826,WBG,WBG Breathe,Renekton,Loss
112966669924194826,WBG,WBG Tarzan,Nidalee,Loss
112966669924194826,WBG,WBG Xiaohu,Lucian,Loss
112966669924194826,WBG,WBG Light,MissFortune,Loss
112966669924194826,WBG,WBG Crisp,Leona,Loss
112966669924194827,WBG,WBG Breathe,Jax,Win
112966669924194827,WBG,WBG Tarzan,Skarner,Win
112966669924194827,WBG,WBG Xiaohu,Orianna,Win
112966669924194827,WBG,WBG Light,Ezreal,Win
112966669924194827,WBG,WBG Crisp,Rakan,Win
112966669924194827,FNC,FNC Oscarinin,Rumble,Loss
112966669924194827,FNC,FNC Razork,Vi,Loss
112966669924194827,FNC,FNC Humanoid,Ahri,Loss
112966669924194827,FNC,FNC Noah,MissFortune,Loss
112966669924194827,FNC,FNC Jun,Rell,Loss
112966669924194828,WBG,WBG Breathe,Gnar,Win
112966669924194828,WBG,WBG Tarzan,Skarner,Win
112966669924194828,WBG,WBG Xiaohu,Ahri,Win
112966669924194828,WBG,WBG Light,Ezreal,Win
112966669924194828,WBG,WBG Crisp,Rakan,Win
112966669924194828,FNC,FNC Oscarinin,Jax,Loss
112966669924194828,FNC,FNC Razork,Vi,Loss
112966669924194828,FNC,FNC Humanoid,Swain,Loss
112966669924194828,FNC,FNC Noah,Ziggs,Loss
112966669924194828,FNC,FNC Jun,Rell,Loss
112966669924194822,TL,TL Impact,Aurora,Loss
112966669924194822,TL,TL UmTi,Maokai,Loss
112966669924194822,TL,TL APA,Tristana,Loss
112966669924194822,TL,TL Yeon,Ezreal,Loss
112966669924194822,TL,TL CoreJJ,Rell,Loss
112966669924194822,GAM,GAM Kiaya,Jax,Win
112966669924194822,GAM,GAM Levi,Vi,Win
112966669924194822,GAM,GAM Emo,Orianna,Win
112966669924194822,GAM,GAM Easylove,Ashe,Win
112966669924194822,GAM,GAM Elio,Braum,Win
112966669924194823,TL,TL Impact,Renekton,Win
112966669924194823,TL,TL UmTi,Nocturne,Win
112966669924194823,TL,TL APA,Neeko,Win
112966669924194823,TL,TL Yeon,Kaisa,Win
112966669924194823,TL,TL CoreJJ,Rakan,Win
112966669924194823,GAM,GAM Kiaya,Gnar,Loss
112966669924194823,GAM,GAM Levi,Vi,Loss
112966669924194823,GAM,GAM Emo,Orianna,Loss
112966669924194823,GAM,GAM Easylove,Ashe,Loss
112966669924194823,GAM,GAM Elio,Braum,Loss
112966669924194824,GAM,GAM Kiaya,Jax,Loss
112966669924194824,GAM,GAM Levi,MonkeyKing,Loss
112966669924194824,GAM,GAM Emo,Akali,Loss
112966669924194824,GAM,GAM Easylove,Jhin,Loss
112966669924194824,GAM,GAM Elio,Poppy,Loss
112966669924194824,TL,TL Impact,KSante,Win
112966669924194824,TL,TL UmTi,Nocturne,Win
112966669924194824,TL,TL APA,Neeko,Win
112966669924194824,TL,TL Yeon,Ezreal,Win
112966669924194824,TL,TL CoreJJ,Rakan,Win
112966669924194834,DK,DK Kingen,Rumble,Win
112966669924194834,DK,DK Lucid,LeeSin,Win
112966669924194834,DK,DK ShowMaker,Leblanc,Win
112966669924194834,DK,DK Aiming,Kalista,Win
112966669924194834,DK,DK Moham,Renata,Win
112966669924194834,WBG,WBG Breathe,Jax,Loss
112966669924194834,WBG,WBG Tarzan,Nocturne,Loss
112966669924194834,WBG,WBG Xiaohu,Orianna,Loss
112966669924194834,WBG,WBG Light,Caitlyn,Loss
112966669924194834,WBG,WBG Crisp,Lux,Loss
112966669924194835,WBG,WBG Breathe,Gnar,Win
112966669924194835,WBG,WBG Tarzan,Brand,Win
112966669924194835,WBG,WBG Xiaohu,Yone,Win
112966669924194835,WBG,WBG Light,Ezreal,Win
112966669924194835,WBG,WBG Crisp,Alistar,Win
112966669924194835,DK,DK Kingen,Camille,Loss
112966669924194835,DK,DK Lucid,Nocturne,Loss
112966669924194835,DK,DK ShowMaker,Aurora,Loss
112966669924194835,DK,DK Aiming,Kaisa,Loss
112966669924194835,DK,DK Moham,Nautilus,Loss
112966669924194836,DK,DK Kingen,Gragas,Loss
112966669924194836,DK,DK Lucid,Vi,Loss
112966669924194836,DK,DK ShowMaker,Yone,Loss
112966669924194836,DK,DK Aiming,MissFortune,Loss
112966669924194836,DK,DK Moham,Rell,Loss
112966669924194836,WBG,WBG Breathe,Gnar,Win
112966669924194836,WBG,WBG Tarzan,Morgana,Win
112966669924194836,WBG,WBG Xiaohu,Aurora,Win
112966669924194836,WBG,WBG Light,Ezreal,Win
112966669924194836,WBG,WBG Crisp,Braum,Win
112966669924194842,G2,G2 BrokenBlade,Gnar,Loss
112966669924194842,G2,G2 Yike,Nocturne,Loss
112966669924194842,G2,G2 Caps,Orianna,Loss
112966669924194842,G2,G2 Hans Sama,MissFortune,Loss
112966669924194842,G2,G2 Mikyx,Rell,Loss
112966669924194842,BLG,BLG Bin,Jax,Win
112966669924194842,BLG,BLG XUN,Skarner,Win
112966669924194842,BLG,BLG knight,Leblanc,Win
112966669924194842,BLG,BLG Elk,Kaisa,Win
112966669924194842,BLG,BLG ON,Alistar,Win
112966669924194843,G2,G2 BrokenBlade,Yasuo,Win
112966669924194843,G2,G2 Yike,Skarner,Win
112966669924194843,G2,G2 Caps,Sylas,Win
112966669924194843,G2,G2 Hans Sama,Ezreal,Win
112966669924194843,G2,G2 Mikyx,Rakan,Win
112966669924194843,BLG,BLG Bin,Gnar,Loss
112966669924194843,BLG,BLG XUN,XinZhao,Loss
112966669924194843,BLG,BLG knight,Neeko,Loss
112966669924194843,BLG,BLG Elk,Xayah,Loss
112966669924194843,BLG,BLG ON,Renata,Loss
112966669924194844,BLG,BLG Bin,Rumble,Win
112966669924194844,BLG,BLG XUN,Skarner,Win
112966669924194844,BLG,BLG knight,Sylas,Win
112966669924194844,BLG,BLG Elk,Ezreal,Win
112966669924194844,BLG,BLG ON,Rell,Win
112966669924194844,G2,G2 BrokenBlade,Renekton,Loss
112966669924194844,G2,G2 Yike,XinZhao,Loss
112966669924194844,G2,G2 Caps,Ryze,Loss
112966669924194844,G2,G2 Hans Sama,Kalista,Loss
112966669924194844,G2,G2 Mikyx,Taric,Loss
112966669924194838,FLY,FLY Bwipo,KSante,Win
112966669924194838,FLY,FLY Inspired,Skarner,Win
112966669924194838,FLY,FLY Quad,Orianna,Win
112966669924194838,FLY,FLY Massu,Ashe,Win
112966669924194838,FLY,FLY Busio,Lulu,Win
112966669924194838,TL,TL Impact,Jax,Loss
112966669924194838,TL,TL UmTi,XinZhao,Loss
112966669924194838,TL,TL APA,Syndra,Loss
112966669924194838,TL,TL Yeon,Jhin,Loss
112966669924194838,TL,TL CoreJJ,TahmKench,Loss
112966669924194839,TL,TL Impact,Rumble,Win
112966669924194839,TL,TL UmTi,Nocturne,Win
112966669924194839,TL,TL APA,Tristana,Win
112966669924194839,TL,TL Yeon,Xayah,Win
112966669924194839,TL,TL CoreJJ,Rakan,Win
112966669924194839,FLY,FLY Bwipo,KSante,Loss
112966669924194839,FLY,FLY Inspired,Vi,Loss
112966669924194839,FLY,FLY Quad,Ahri,Loss
112966669924194839,FLY,FLY Massu,Kalista,Loss
112966669924194839,FLY,FLY Busio,Senna,Loss
112966669924194840,FLY,FLY Bwipo,Galio,Win
112966669924194840,FLY,FLY Inspired,Skarner,Win
112966669924194840,FLY,FLY Quad,Yone,Win
112966669924194840,FLY,FLY Massu,Xayah,Win
112966669924194840,FLY,FLY Busio,Rell,Win
112966669924194840,TL,TL Impact,Rumble,Loss
112966669924194840,TL,TL UmTi,Sejuani,Loss
112966669924194840,TL,TL APA,Kled,Loss
112966669924194840,TL,TL Yeon,Kaisa,Loss
112966669924194840,TL,TL CoreJJ,Alistar,Loss
112966669924194846,WBG,WBG Breathe,Gnar,Win
112966669924194846,WBG,WBG Tarzan,Skarner,Win
112966669924194846,WBG,WBG Xiaohu,Orianna,Win
112966669924194846,WBG,WBG Light,Ashe,Win
112966669924194846,WBG,WBG Crisp,Rakan,Win
112966669924194846,LNG,LNG Zika,Renekton,Loss
112966669924194846,LNG,LNG Weiwei,Nocturne,Loss
112966669924194846,LNG,LNG Scout,Ahri,Loss
112966669924194846,LNG,LNG GALA,Jhin,Loss
112966669924194846,LNG,LNG Hang,Rell,Loss
112966669924194847,LNG,LNG Zika,Jax,Win
112966669924194847,LNG,LNG Weiwei,Sejuani,Win
112966669924194847,LNG,LNG Scout,Yone,Win
112966669924194847,LNG,LNG GALA,Ezreal,Win
112966669924194847,LNG,LNG Hang,Leona,Win
112966669924194847,WBG,WBG Breathe,KSante,Loss
112966669924194847,WBG,WBG Tarzan,Amumu,Loss
112966669924194847,WBG,WBG Xiaohu,Aurora,Loss
112966669924194847,WBG,WBG Light,Ashe,Loss
112966669924194847,WBG,WBG Crisp,Renata,Loss
112966669924194848,WBG,WBG Breathe,Gnar,Win
112966669924194848,WBG,WBG Tarzan,Maokai,Win
112966669924194848,WBG,WBG Xiaohu,Orianna,Win
112966669924194848,WBG,WBG Light,Ashe,Win
112966669924194848,WBG,WBG Crisp,Braum,Win
112966669924194848,LNG,LNG Zika,Jax,Loss
112966669924194848,LNG,LNG Weiwei,Nocturne,Loss
112966669924194848,LNG,LNG Scout,Ahri,Loss
112966669924194848,LNG,LNG GALA,Kaisa,Loss
112966669924194848,LNG,LNG Hang,Alistar,Loss
112966669924194849,LNG,LNG Zika,Renekton,Loss
112966669924194849,LNG,LNG Weiwei,Sejuani,Loss
112966669924194849,LNG,LNG Scout,Yone,Loss
112966669924194849,LNG,LNG GALA,Jhin,Loss
112966669924194849,LNG,LNG Hang,Nautilus,Loss
112966669924194849,WBG,WBG Breathe,Jax,Win
112966669924194849,WBG,WBG Tarzan,Maokai,Win
112966669924194849,WBG,WBG Xiaohu,Aurora,Win
112966669924194849,WBG,WBG Light,Ezreal,Win
112966669924194849,WBG,WBG Crisp,Rakan,Win
112966669924194853,BLG,BLG Bin,Rumble,Win
112966669924194853,BLG,BLG XUN,Sejuani,Win
112966669924194853,BLG,BLG knight,Yone,Win
112966669924194853,BLG,BLG Elk,Xayah,Win
112966669924194853,BLG,BLG ON,Rakan,Win
112966669924194853,HLE,HLE Doran,Gnar,Loss
112966669924194853,HLE,HLE Peanut,Skarner,Loss
112966669924194853,HLE,HLE Zeka,Ahri,Loss
112966669924194853,HLE,HLE Viper,Kaisa,Loss
112966669924194853,HLE,HLE Delight,Alistar,Loss
112966669924194854,HLE,HLE Doran,Jax,Win
112966669924194854,HLE,HLE Peanut,Nocturne,Win
112966669924194854,HLE,HLE Zeka,Ahri,Win
112966669924194854,HLE,HLE Viper,Zeri,Win
112966669924194854,HLE,HLE Delight,Rell,Win
112966669924194854,BLG,BLG Bin,Gnar,Loss
112966669924194854,BLG,BLG XUN,MonkeyKing,Loss
112966669924194854,BLG,BLG knight,Sylas,Loss
112966669924194854,BLG,BLG Elk,Ashe,Loss
112966669924194854,BLG,BLG ON,Rakan,Loss
112966669924194855,HLE,HLE Doran,Gnar,Loss
112966669924194855,HLE,HLE Peanut,Poppy,Loss
112966669924194855,HLE,HLE Zeka,Sylas,Loss
112966669924194855,HLE,HLE Viper,MissFortune,Loss
112966669924194855,HLE,HLE Delight,Rell,Loss
112966669924194855,BLG,BLG Bin,Jax,Win
112966669924194855,BLG,BLG XUN,Kindred,Win
112966669924194855,BLG,BLG knight,Galio,Win
112966669924194855,BLG,BLG Elk,Kaisa,Win
112966669924194855,BLG,BLG ON,Rakan,Win
112966669924194858,TES,TES 369,Rumble,Loss
112966669924194858,TES,TES Tian,Ivern,Loss
112966669924194858,TES,TES Creme,Tristana,Loss
112966669924194858,TES,TES JackeyLove,MissFortune,Loss
112966669924194858,TES,TES Meiko,Leona,Loss
112966669924194858,T1,T1 Zeus,Camille,Win
112966669924194858,T1,T1 Oner,Sejuani,Win
112966669924194858,T1,T1 Faker,Sylas,Win
112966669924194858,T1,T1 Gumayusi,Caitlyn,Win
112966669924194858,T1,T1 Keria,Bard,Win
112966669924194859,TES,TES 369,Galio,Loss
112966669924194859,TES,TES Tian,Viego,Loss
112966669924194859,TES,TES Creme,Sylas,Loss
112966669924194859,TES,TES JackeyLove,Ezreal,Loss
112966669924194859,TES,TES Meiko,Rell,Loss
112966669924194859,T1,T1 Zeus,Rumble,Win
112966669924194859,T1,T1 Oner,XinZhao,Win
112966669924194859,T1,T1 Faker,Ahri,Win
112966669924194859,T1,T1 Gumayusi,Xayah,Win
112966669924194859,T1,T1 Keria,Rakan,Win
112966669924194860,TES,TES 369,Kennen,Loss
112966669924194860,TES,TES Tian,XinZhao,Loss
112966669924194860,TES,TES Creme,Sylas,Loss
112966669924194860,TES,TES JackeyLove,Kaisa,Loss
112966669924194860,TES,TES Meiko,Leona,Loss
112966669924194860,T1,T1 Zeus,Gnar,Win
112966669924194860,T1,T1 Oner,Poppy,Win
112966669924194860,T1,T1 Faker,Galio,Win
112966669924194860,T1,T1 Gumayusi,Xayah,Win
112966669924194860,T1,T1 Keria,Pyke,Win
112966669924194864,GEN,GEN Kiin,Rumble,Loss
112966669924194864,GEN,GEN Canyon,Skarner,Loss
112966669924194864,GEN,GEN Chovy,Ahri,Loss
112966669924194864,GEN,GEN Peyz,Jinx,Loss
112966669924194864,GEN,GEN Lehends,Leona,Loss
112966669924194864,FLY,FLY Bwipo,Galio,Win
112966669924194864,FLY,FLY Inspired,XinZhao,Win
112966669924194864,FLY,FLY Quad,Seraphine,Win
112966669924194864,FLY,FLY Massu,Ashe,Win
112966669924194864,FLY,FLY Busio,Alistar,Win
112966669924194865,GEN,GEN Kiin,Jax,Win
112966669924194865,GEN,GEN Canyon,Nidalee,Win
112966669924194865,GEN,GEN Chovy,Kassadin,Win
112966669924194865,GEN,GEN Peyz,Ashe,Win
112966669924194865,GEN,GEN Lehends,Nautilus,Win
112966669924194865,FLY,FLY Bwipo,Renekton,Loss
112966669924194865,FLY,FLY Inspired,Nunu,Loss
112966669924194865,FLY,FLY Quad,Orianna,Loss
112966669924194865,FLY,FLY Massu,Ezreal,Loss
112966669924194865,FLY,FLY Busio,Rakan,Loss
112966669924194866,FLY,FLY Bwipo,Urgot,Win
112966669924194866,FLY,FLY Inspired,Skarner,Win
112966669924194866,FLY,FLY Quad,Zeri,Win
112966669924194866,FLY,FLY Massu,Kaisa,Win
112966669924194866,FLY,FLY Busio,Rakan,Win
112966669924194866,GEN,GEN Kiin,Renekton,Loss
112966669924194866,GEN,GEN Canyon,Sejuani,Loss
112966669924194866,GEN,GEN Chovy,Sylas,Loss
112966669924194866,GEN,GEN Peyz,Ezreal,Loss
112966669924194866,GEN,GEN Lehends,Braum,Loss
112966669924194867,GEN,GEN Kiin,KSante,Win
112966669924194867,GEN,GEN Canyon,Nidalee,Win
112966669924194867,GEN,GEN Chovy,Tristana,Win
112966669924194867,GEN,GEN Peyz,Ashe,Win
112966669924194867,GEN,GEN Lehends,Maokai,Win
112966669924194867,FLY,FLY Bwipo,Renekton,Loss
112966669924194867,FLY,FLY Inspired,Sejuani,Loss
112966669924194867,FLY,FLY Quad,Orianna,Loss
112966669924194867,FLY,FLY Massu,Ezreal,Loss
112966669924194867,FLY,FLY Busio,Rakan,Loss
112966669924194868,FLY,FLY Bwipo,Sett,Loss
112966669924194868,FLY,FLY Inspired,FiddleSticks,Loss
112966669924194868,FLY,FLY Quad,Yone,Loss
112966669924194868,FLY,FLY Massu,Kalista,Loss
112966669924194868,FLY,FLY Busio,Alistar,Loss
112966669924194868,GEN,GEN Kiin,Rumble,Win
112966669924194868,GEN,GEN Canyon,Skarner,Win
112966669924194868,GEN,GEN Chovy,Smolder,Win
112966669924194868,GEN,GEN Peyz,Ziggs,Win
112966669924194868,GEN,GEN Lehends,Maokai,Win
112966669924194870,WBG,WBG Breathe,Poppy,Loss
112966669924194870,WBG,WBG Tarzan,Brand,Loss
112966669924194870,WBG,WBG Xiaohu,Yone,Loss
112966669924194870,WBG,WBG Light,Kalista,Loss
112966669924194870,WBG,WBG Crisp,Renata,Loss
112966669924194870,BLG,BLG Bin,Jax,Win
112966669924194870,BLG,BLG XUN,Skarner,Win
112966669924194870,BLG,BLG knight,Smolder,Win
112966669924194870,BLG,BLG Elk,Varus,Win
112966669924194870,BLG,BLG ON,Neeko,Win
112966669924194871,WBG,WBG Breathe,Maokai,Loss
112966669924194871,WBG,WBG Tarzan,Elise,Loss
112966669924194871,WBG,WBG Xiaohu,Lucian,Loss
112966669924194871,WBG,WBG Light,Kalista,Loss
112966669924194871,WBG,WBG Crisp,Renata,Loss
112966669924194871,BLG,BLG Bin,Jax,Win
112966669924194871,BLG,BLG XUN,Skarner,Win
112966669924194871,BLG,BLG knight,Syndra,Win
112966669924194871,BLG,BLG Elk,Ziggs,Win
112966669924194871,BLG,BLG ON,Rell,Win
112966669924194872,WBG,WBG Breathe,Rumble,Loss
112966669924194872,WBG,WBG Tarzan,Sejuani,Loss
112966669924194872,WBG,WBG Xiaohu,Yone,Loss
112966669924194872,WBG,WBG Light,Ezreal,Loss
112966669924194872,WBG,WBG Crisp,Maokai,Loss
112966669924194872,BLG,BLG Bin,Jax,Win
112966669924194872,BLG,BLG XUN,Skarner,Win
112966669924194872,BLG,BLG knight,Akali,Win
112966669924194872,BLG,BLG Elk,Kaisa,Win
112966669924194872,BLG,BLG ON,Alistar,Win
112966669924194876,T1,T1 Zeus,Gragas,Win
112966669924194876,T1,T1 Oner,Vi,Win
112966669924194876,T1,T1 Faker,Yone,Win
112966669924194876,T1,T1 Gumayusi,Ashe,Win
112966669924194876,T1,T1 Keria,Renata,Win
112966669924194876,GEN,GEN Kiin,Renekton,Loss
112966669924194876,GEN,GEN Canyon,Skarner,Loss
112966669924194876,GEN,GEN Chovy,Sylas,Loss
112966669924194876,GEN,GEN Peyz,Ziggs,Loss
112966669924194876,GEN,GEN Lehends,Leona,Loss
112966669924194877,GEN,GEN Kiin,Jax,Win
112966669924194877,GEN,GEN Canyon,Skarner,Win
112966669924194877,GEN,GEN Chovy,Ahri,Win
112966669924194877,GEN,GEN Peyz,Kaisa,Win
112966669924194877,GEN,GEN Lehends,Rell,Win
112966669924194877,T1,T1 Zeus,Maokai,Loss
112966669924194877,T1,T1 Oner,Kindred,Loss
112966669924194877,T1,T1 Faker,Sylas,Loss
112966669924194877,T1,T1 Gumayusi,Caitlyn,Loss
112966669924194877,T1,T1 Keria,Braum,Loss
112966669924194878,T1,T1 Zeus,Gragas,Win
112966669924194878,T1,T1 Oner,Vi,Win
112966669924194878,T1,T1 Faker,Akali,Win
112966669924194878,T1,T1 Gumayusi,Ashe,Win
112966669924194878,T1,T1 Keria,Renata,Win
112966669924194878,GEN,GEN Kiin,Jax,Loss
112966669924194878,GEN,GEN Canyon,Nocturne,Loss
112966669924194878,GEN,GEN Chovy,Ahri,Loss
112966669924194878,GEN,GEN Peyz,Ezreal,Loss
112966669924194878,GEN,GEN Lehends,Rell,Loss
112966669924194879,GEN,GEN Kiin,Poppy,Loss
112966669924194879,GEN,GEN Canyon,Nidalee,Loss
112966669924194879,GEN,GEN Chovy,Tristana,Loss
112966669924194879,GEN,GEN Peyz,Ashe,Loss
112966669924194879,GEN,GEN Lehends,Maokai,Loss
112966669924194879,T1,T1 Zeus,Jax,Win
112966669924194879,T1,T1 Oner,Skarner,Win
112966669924194879,T1,T1 Faker,Ahri,Win
112966669924194879,T1,T1 Gumayusi,Varus,Win
112966669924194879,T1,T1 Keria,Pyke,Win
112966669924194882,T1,T1 Zeus,Gnar,Loss
112966669924194882,T1,T1 Oner,Sejuani,Loss
112966669924194882,T1,T1 Faker,Yone,Loss
112966669924194882,T1,T1 Gumayusi,Caitlyn,Loss
112966669924194882,T1,T1 Keria,Braum,Loss
112966669924194882,BLG,BLG Bin,Rumble,Win
112966669924194882,BLG,BLG XUN,Skarner,Win
112966669924194882,BLG,BLG knight,Sylas,Win
112966669924194882,BLG,BLG Elk,Ashe,Win
112966669924194882,BLG,BLG ON,Rell,Win
112966669924194883,T1,T1 Zeus,Ornn,Win
112966669924194883,T1,T1 Oner,Nocturne,Win
112966669924194883,T1,T1 Faker,Sylas,Win
112966669924194883,T1,T1 Gumayusi,Kalista,Win
112966669924194883,T1,T1 Keria,Renata,Win
112966669924194883,BLG,BLG Bin,Rumble,Loss
112966669924194883,BLG,BLG XUN,XinZhao,Loss
112966669924194883,BLG,BLG knight,Galio,Loss
112966669924194883,BLG,BLG Elk,Ashe,Loss
112966669924194883,BLG,BLG ON,Rakan,Loss
112966669924194884,BLG,BLG Bin,Rumble,Win
112966669924194884,BLG,BLG XUN,Kindred,Win
112966669924194884,BLG,BLG knight,Galio,Win
112966669924194884,BLG,BLG Elk,Kalista,Win
112966669924194884,BLG,BLG ON,Blitzcrank,Win
112966669924194884,T1,T1 Zeus,Jax,Loss
112966669924194884,T1,T1 Oner,Vi,Loss
112966669924194884,T1,T1 Faker,Sylas,Loss
112966669924194884,T1,T1 Gumayusi,Xayah,Loss
112966669924194884,T1,T1 Keria,Renata,Loss
112966669924194885,T1,T1 Zeus,Rumble,Win
112966669924194885,T1,T1 Oner,Poppy,Win
112966669924194885,T1,T1 Faker,Sylas,Win
112966669924194885,T1,T1 Gumayusi,Ashe,Win
112966669924194885,T1,T1 Keria,Renata,Win
112966669924194885,BLG,BLG Bin,Gnar,Loss
112966669924194885,BLG,BLG XUN,Sejuani,Loss
112966669924194885,BLG,BLG knight,Smolder,Loss
112966669924194885,BLG,BLG Elk,Ziggs,Loss
112966669924194885,BLG,BLG ON,Rakan,Loss
112966669924194886,BLG,BLG Bin,Jax,Loss
112966669924194886,BLG,BLG XUN,JarvanIV,Loss
112966669924194886,BLG,BLG knight,Ahri,Loss
112966669924194886,BLG,BLG Elk,Kaisa,Loss
112966669924194886,BLG,BLG ON,Rell,Loss
112966669924194886,T1,T1 Zeus,Gragas,Win
112966669924194886,T1,T1 Oner,XinZhao,Win
112966669924194886,T1,T1 Faker,Galio,Win
112966669924194886,T1,T1 Gumayusi,Xayah,Win
112966669924194886,T1,T1 Keria,Poppy,Win
